,s80,p80,SAR
6540,0.2,0.12,0.47
6541,0.2,0.12,0.48
6542,0.2,0.12,0.49
6543,0.2,0.12,0.5
6544,0.2,0.12,0.51
6545,0.2,0.12,0.52
6546,0.2,0.12,0.53
6547,0.2,0.12,0.54
6548,0.2,0.12,0.55
6549,0.2,0.12,0.56
6550,0.2,0.12,0.57
6551,0.2,0.12,0.58
6552,0.2,0.12,0.59
6553,0.2,0.12,0.6
6554,0.2,0.14,0.37
6555,0.2,0.14,0.38
6556,0.2,0.14,0.39
6557,0.2,0.14,0.4
6558,0.2,0.14,0.41
6559,0.2,0.14,0.42
6560,0.2,0.14,0.43
6561,0.2,0.14,0.44
6562,0.2,0.14,0.45
6563,0.2,0.14,0.46
6564,0.2,0.14,0.47
6565,0.2,0.14,0.48
6566,0.2,0.14,0.49
6567,0.2,0.14,0.5
6568,0.2,0.14,0.51
6569,0.2,0.14,0.52
6570,0.2,0.14,0.53
6571,0.2,0.14,0.54
6572,0.2,0.14,0.55
6573,0.2,0.14,0.56
6574,0.2,0.14,0.57
6575,0.2,0.14,0.58
6576,0.2,0.14,0.59
6577,0.2,0.14,0.6
6578,0.2,0.16,0.39
6579,0.2,0.16,0.4
6580,0.2,0.16,0.41
6581,0.2,0.16,0.42
6582,0.2,0.16,0.43
6583,0.2,0.16,0.44
6584,0.2,0.16,0.45
6585,0.2,0.16,0.46
6586,0.2,0.16,0.47
6587,0.2,0.16,0.48
6588,0.2,0.16,0.49
6589,0.2,0.16,0.5
6590,0.2,0.16,0.51
6591,0.2,0.16,0.52
6592,0.2,0.16,0.53
6593,0.2,0.16,0.54
6594,0.2,0.16,0.55
6595,0.2,0.16,0.56
6596,0.2,0.16,0.57
6597,0.2,0.16,0.58
6598,0.2,0.16,0.59
6599,0.2,0.16,0.6
6600,0.2,0.18,0.4
6601,0.2,0.18,0.41
6602,0.2,0.18,0.42
6603,0.2,0.18,0.43
6604,0.2,0.18,0.44
6605,0.2,0.18,0.45
6606,0.2,0.18,0.46
6607,0.2,0.18,0.47
6608,0.2,0.18,0.48
6609,0.2,0.18,0.49
6610,0.2,0.18,0.5
6611,0.2,0.18,0.51
6612,0.2,0.18,0.52
6613,0.2,0.18,0.53
6614,0.2,0.18,0.54
6615,0.2,0.18,0.55
6616,0.2,0.18,0.56
6617,0.2,0.18,0.57
6618,0.2,0.18,0.58
6619,0.2,0.18,0.59
6620,0.2,0.18,0.6
6621,0.2,0.2,0.42
6622,0.2,0.2,0.43
6623,0.2,0.2,0.44
6624,0.2,0.2,0.45
6625,0.2,0.2,0.46
6626,0.2,0.2,0.47
6627,0.2,0.2,0.48
6628,0.2,0.2,0.49
6629,0.2,0.2,0.5
6630,0.2,0.2,0.51
6631,0.2,0.2,0.52
6632,0.2,0.2,0.53
6633,0.2,0.2,0.54
6634,0.2,0.2,0.55
6635,0.2,0.2,0.56
6636,0.2,0.2,0.57
6637,0.2,0.2,0.58
6638,0.2,0.2,0.59
6639,0.2,0.2,0.6
6640,0.2,0.22,0.43
6641,0.2,0.22,0.44
6642,0.2,0.22,0.45
6643,0.2,0.22,0.46
6644,0.2,0.22,0.47
6645,0.2,0.22,0.48
6646,0.2,0.22,0.49
6647,0.2,0.22,0.5
6648,0.2,0.22,0.51
6649,0.2,0.22,0.52
6650,0.2,0.22,0.53
6651,0.2,0.22,0.54
6652,0.2,0.22,0.55
6653,0.2,0.22,0.56
6654,0.2,0.22,0.57
6655,0.2,0.22,0.58
6656,0.2,0.22,0.59
6657,0.2,0.22,0.6
6658,0.2,0.24,0.45
6659,0.2,0.24,0.46
6660,0.2,0.24,0.47
6661,0.2,0.24,0.48
6662,0.2,0.24,0.49
6663,0.2,0.24,0.5
6664,0.2,0.24,0.51
6665,0.2,0.24,0.52
6666,0.2,0.24,0.53
6667,0.2,0.24,0.54
6668,0.2,0.24,0.55
6669,0.2,0.24,0.56
6670,0.2,0.24,0.57
6671,0.2,0.24,0.58
6672,0.2,0.24,0.59
6673,0.2,0.24,0.6
6674,0.2,0.26,0.46
6675,0.2,0.26,0.47
6676,0.2,0.26,0.48
6677,0.2,0.26,0.49
6678,0.2,0.26,0.5
6679,0.2,0.26,0.51
6680,0.2,0.26,0.52
6681,0.2,0.26,0.53
6682,0.2,0.26,0.54
6683,0.2,0.26,0.55
6684,0.2,0.26,0.56
6685,0.2,0.26,0.57
6686,0.2,0.26,0.58
6687,0.2,0.26,0.59
6688,0.2,0.26,0.6
6689,0.2,0.28,0.47
6690,0.2,0.28,0.48
6691,0.2,0.28,0.49
6692,0.2,0.28,0.5
6693,0.2,0.28,0.51
6694,0.2,0.28,0.52
6695,0.2,0.28,0.53
6696,0.2,0.28,0.54
6697,0.2,0.28,0.55
6698,0.2,0.28,0.56
6699,0.2,0.28,0.57
6700,0.2,0.28,0.58
6701,0.2,0.28,0.59
6702,0.2,0.28,0.6
6703,0.2,0.3,0.49
6704,0.2,0.3,0.5
6705,0.2,0.3,0.51
6706,0.2,0.3,0.52
6707,0.2,0.3,0.53
6708,0.2,0.3,0.54
6709,0.2,0.3,0.55
6710,0.2,0.3,0.56
6711,0.2,0.3,0.57
6712,0.2,0.3,0.58
6713,0.2,0.3,0.59
6714,0.2,0.3,0.6
6715,0.2,0.32,0.5
6716,0.2,0.32,0.51
6717,0.2,0.32,0.52
6718,0.2,0.32,0.53
6719,0.2,0.32,0.54
6720,0.2,0.32,0.55
6721,0.2,0.32,0.56
6722,0.2,0.32,0.57
6723,0.2,0.32,0.58
6724,0.2,0.32,0.59
6725,0.2,0.32,0.6
6726,0.2,0.34,0.51
6727,0.2,0.34,0.52
6728,0.2,0.34,0.53
6729,0.2,0.34,0.54
6730,0.2,0.34,0.55
6731,0.2,0.34,0.56
6732,0.2,0.34,0.57
6733,0.2,0.34,0.58
6734,0.2,0.34,0.59
6735,0.2,0.34,0.6
6736,0.2,0.36,0.52
6737,0.2,0.36,0.53
6738,0.2,0.36,0.54
6739,0.2,0.36,0.55
6740,0.2,0.36,0.56
6741,0.2,0.36,0.57
6742,0.2,0.36,0.58
6743,0.2,0.36,0.59
6744,0.2,0.36,0.6
6745,0.2,0.38,0.53
6746,0.2,0.38,0.54
6747,0.2,0.38,0.55
6748,0.2,0.38,0.56
6749,0.2,0.38,0.57
6750,0.2,0.38,0.58
6751,0.2,0.38,0.59
6752,0.2,0.38,0.6
6753,0.2,0.4,0.54
6754,0.2,0.4,0.55
6755,0.2,0.4,0.56
6756,0.2,0.4,0.57
6757,0.2,0.4,0.58
6758,0.2,0.4,0.59
6759,0.2,0.4,0.6
6760,0.2,0.42,0.55
6761,0.2,0.42,0.56
6762,0.2,0.42,0.57
6763,0.2,0.42,0.58
6764,0.2,0.42,0.59
6765,0.2,0.42,0.6
6766,0.2,0.44,0.56
6767,0.2,0.44,0.57
6768,0.2,0.44,0.58
6769,0.2,0.44,0.59
6770,0.2,0.44,0.6
6771,0.2,0.46,0.57
6772,0.2,0.46,0.58
6773,0.2,0.46,0.59
6774,0.2,0.46,0.6
6775,0.2,0.48,0.58
6776,0.2,0.48,0.59
6777,0.2,0.48,0.6
6778,0.2,0.5,0.58
6779,0.2,0.5,0.59
6780,0.2,0.5,0.6
6781,0.2,0.52,0.59
6782,0.2,0.52,0.6
6783,0.2,0.54,0.6
6784,0.22,0.04,0.24
6785,0.22,0.04,0.25
6786,0.22,0.04,0.26
6787,0.22,0.04,0.27
6788,0.22,0.04,0.28
6789,0.22,0.04,0.29
6790,0.22,0.04,0.3
6791,0.22,0.04,0.31
6792,0.22,0.04,0.32
6793,0.22,0.04,0.33
6794,0.22,0.04,0.34
6795,0.22,0.04,0.35
6796,0.22,0.04,0.36
6797,0.22,0.04,0.37
6798,0.22,0.04,0.38
6799,0.22,0.04,0.39
6800,0.22,0.04,0.4
6801,0.22,0.04,0.41
6802,0.22,0.04,0.42
6803,0.22,0.04,0.43
6804,0.22,0.04,0.44
6805,0.22,0.04,0.45
6806,0.22,0.04,0.46
6807,0.22,0.04,0.47
6808,0.22,0.04,0.48
6809,0.22,0.04,0.49
6810,0.22,0.04,0.5
6811,0.22,0.04,0.51
6812,0.22,0.04,0.52
6813,0.22,0.04,0.53
6814,0.22,0.04,0.54
6815,0.22,0.04,0.55
6816,0.22,0.04,0.56
6817,0.22,0.04,0.57
6818,0.22,0.04,0.58
6819,0.22,0.04,0.59
6820,0.22,0.04,0.6
6821,0.22,0.06,0.28
6822,0.22,0.06,0.29
6823,0.22,0.06,0.3
6824,0.22,0.06,0.31
6825,0.22,0.06,0.32
6826,0.22,0.06,0.33
6827,0.22,0.06,0.34
6828,0.22,0.06,0.35
6829,0.22,0.06,0.36
6830,0.22,0.06,0.37
6831,0.22,0.06,0.38
6832,0.22,0.06,0.39
6833,0.22,0.06,0.4
6834,0.22,0.06,0.41
6835,0.22,0.06,0.42
6836,0.22,0.06,0.43
6837,0.22,0.06,0.44
6838,0.22,0.06,0.45
6839,0.22,0.06,0.46
6840,0.22,0.06,0.47
6841,0.22,0.06,0.48
6842,0.22,0.06,0.49
6843,0.22,0.06,0.5
6844,0.22,0.06,0.51
6845,0.22,0.06,0.52
6846,0.22,0.06,0.53
6847,0.22,0.06,0.54
6848,0.22,0.06,0.55
6849,0.22,0.06,0.56
6850,0.22,0.06,0.57
6851,0.22,0.06,0.58
6852,0.22,0.06,0.59
6853,0.22,0.06,0.6
6854,0.22,0.08,0.31
6855,0.22,0.08,0.32
6856,0.22,0.08,0.33
6857,0.22,0.08,0.34
6858,0.22,0.08,0.35
6859,0.22,0.08,0.36
6860,0.22,0.08,0.37
6861,0.22,0.08,0.38
6862,0.22,0.08,0.39
6863,0.22,0.08,0.4
6864,0.22,0.08,0.41
6865,0.22,0.08,0.42
6866,0.22,0.08,0.43
6867,0.22,0.08,0.44
6868,0.22,0.08,0.45
6869,0.22,0.08,0.46
6870,0.22,0.08,0.47
6871,0.22,0.08,0.48
6872,0.22,0.08,0.49
6873,0.22,0.08,0.5
6874,0.22,0.08,0.51
6875,0.22,0.08,0.52
6876,0.22,0.08,0.53
6877,0.22,0.08,0.54
6878,0.22,0.08,0.55
6879,0.22,0.08,0.56
6880,0.22,0.08,0.57
6881,0.22,0.08,0.58
6882,0.22,0.08,0.59
6883,0.22,0.08,0.6
6884,0.22,0.1,0.34
6885,0.22,0.1,0.35
6886,0.22,0.1,0.36
6887,0.22,0.1,0.37
6888,0.22,0.1,0.38
6889,0.22,0.1,0.39
6890,0.22,0.1,0.4
6891,0.22,0.1,0.41
6892,0.22,0.1,0.42
6893,0.22,0.1,0.43
6894,0.22,0.1,0.44
6895,0.22,0.1,0.45
6896,0.22,0.1,0.46
6897,0.22,0.1,0.47
6898,0.22,0.1,0.48
6899,0.22,0.1,0.49
6900,0.22,0.1,0.5
6901,0.22,0.1,0.51
6902,0.22,0.1,0.52
6903,0.22,0.1,0.53
6904,0.22,0.1,0.54
6905,0.22,0.1,0.55
6906,0.22,0.1,0.56
6907,0.22,0.1,0.57
6908,0.22,0.1,0.58
6909,0.22,0.1,0.59
6910,0.22,0.1,0.6
6911,0.22,0.12,0.36
6912,0.22,0.12,0.37
6913,0.22,0.12,0.38
6914,0.22,0.12,0.39
6915,0.22,0.12,0.4
6916,0.22,0.12,0.41
6917,0.22,0.12,0.42
6918,0.22,0.12,0.43
6919,0.22,0.12,0.44
6920,0.22,0.12,0.45
6921,0.22,0.12,0.46
6922,0.22,0.12,0.47
6923,0.22,0.12,0.48
6924,0.22,0.12,0.49
6925,0.22,0.12,0.5
6926,0.22,0.12,0.51
6927,0.22,0.12,0.52
6928,0.22,0.12,0.53
6929,0.22,0.12,0.54
6930,0.22,0.12,0.55
6931,0.22,0.12,0.56
6932,0.22,0.12,0.57
6933,0.22,0.12,0.58
6934,0.22,0.12,0.59
6935,0.22,0.12,0.6
6936,0.22,0.14,0.38
6937,0.22,0.14,0.39
6938,0.22,0.14,0.4
6939,0.22,0.14,0.41
6940,0.22,0.14,0.42
6941,0.22,0.14,0.43
6942,0.22,0.14,0.44
6943,0.22,0.14,0.45
6944,0.22,0.14,0.46
6945,0.22,0.14,0.47
6946,0.22,0.14,0.48
6947,0.22,0.14,0.49
6948,0.22,0.14,0.5
6949,0.22,0.14,0.51
6950,0.22,0.14,0.52
6951,0.22,0.14,0.53
6952,0.22,0.14,0.54
6953,0.22,0.14,0.55
6954,0.22,0.14,0.56
6955,0.22,0.14,0.57
6956,0.22,0.14,0.58
6957,0.22,0.14,0.59
6958,0.22,0.14,0.6
6959,0.22,0.16,0.4
6960,0.22,0.16,0.41
6961,0.22,0.16,0.42
6962,0.22,0.16,0.43
6963,0.22,0.16,0.44
6964,0.22,0.16,0.45
6965,0.22,0.16,0.46
6966,0.22,0.16,0.47
6967,0.22,0.16,0.48
6968,0.22,0.16,0.49
6969,0.22,0.16,0.5
6970,0.22,0.16,0.51
6971,0.22,0.16,0.52
6972,0.22,0.16,0.53
6973,0.22,0.16,0.54
6974,0.22,0.16,0.55
6975,0.22,0.16,0.56
6976,0.22,0.16,0.57
6977,0.22,0.16,0.58
6978,0.22,0.16,0.59
6979,0.22,0.16,0.6
6980,0.22,0.18,0.42
6981,0.22,0.18,0.43
6982,0.22,0.18,0.44
6983,0.22,0.18,0.45
6984,0.22,0.18,0.46
6985,0.22,0.18,0.47
6986,0.22,0.18,0.48
6987,0.22,0.18,0.49
6988,0.22,0.18,0.5
6989,0.22,0.18,0.51
6990,0.22,0.18,0.52
6991,0.22,0.18,0.53
6992,0.22,0.18,0.54
6993,0.22,0.18,0.55
6994,0.22,0.18,0.56
6995,0.22,0.18,0.57
6996,0.22,0.18,0.58
6997,0.22,0.18,0.59
6998,0.22,0.18,0.6
6999,0.22,0.2,0.43
7000,0.22,0.2,0.44
7001,0.22,0.2,0.45
7002,0.22,0.2,0.46
7003,0.22,0.2,0.47
7004,0.22,0.2,0.48
7005,0.22,0.2,0.49
7006,0.22,0.2,0.5
7007,0.22,0.2,0.51
7008,0.22,0.2,0.52
7009,0.22,0.2,0.53
7010,0.22,0.2,0.54
7011,0.22,0.2,0.55
7012,0.22,0.2,0.56
7013,0.22,0.2,0.57
7014,0.22,0.2,0.58
7015,0.22,0.2,0.59
7016,0.22,0.2,0.6
7017,0.22,0.22,0.45
7018,0.22,0.22,0.46
7019,0.22,0.22,0.47
7020,0.22,0.22,0.48
7021,0.22,0.22,0.49
7022,0.22,0.22,0.5
7023,0.22,0.22,0.51
7024,0.22,0.22,0.52
7025,0.22,0.22,0.53
7026,0.22,0.22,0.54
7027,0.22,0.22,0.55
7028,0.22,0.22,0.56
7029,0.22,0.22,0.57
7030,0.22,0.22,0.58
7031,0.22,0.22,0.59
7032,0.22,0.22,0.6
7033,0.22,0.24,0.46
7034,0.22,0.24,0.47
7035,0.22,0.24,0.48
7036,0.22,0.24,0.49
7037,0.22,0.24,0.5
7038,0.22,0.24,0.51
7039,0.22,0.24,0.52
7040,0.22,0.24,0.53
7041,0.22,0.24,0.54
7042,0.22,0.24,0.55
7043,0.22,0.24,0.56
7044,0.22,0.24,0.57
7045,0.22,0.24,0.58
7046,0.22,0.24,0.59
7047,0.22,0.24,0.6
7048,0.22,0.26,0.48
7049,0.22,0.26,0.49
7050,0.22,0.26,0.5
7051,0.22,0.26,0.51
7052,0.22,0.26,0.52
7053,0.22,0.26,0.53
7054,0.22,0.26,0.54
7055,0.22,0.26,0.55
7056,0.22,0.26,0.56
7057,0.22,0.26,0.57
7058,0.22,0.26,0.58
7059,0.22,0.26,0.59
7060,0.22,0.26,0.6
7061,0.22,0.28,0.49
7062,0.22,0.28,0.5
7063,0.22,0.28,0.51
7064,0.22,0.28,0.52
7065,0.22,0.28,0.53
7066,0.22,0.28,0.54
7067,0.22,0.28,0.55
7068,0.22,0.28,0.56
7069,0.22,0.28,0.57
7070,0.22,0.28,0.58
7071,0.22,0.28,0.59
7072,0.22,0.28,0.6
7073,0.22,0.3,0.5
7074,0.22,0.3,0.51
7075,0.22,0.3,0.52
7076,0.22,0.3,0.53
7077,0.22,0.3,0.54
7078,0.22,0.3,0.55
7079,0.22,0.3,0.56
7080,0.22,0.3,0.57
7081,0.22,0.3,0.58
7082,0.22,0.3,0.59
7083,0.22,0.3,0.6
7084,0.22,0.32,0.52
7085,0.22,0.32,0.53
7086,0.22,0.32,0.54
7087,0.22,0.32,0.55
7088,0.22,0.32,0.56
7089,0.22,0.32,0.57
7090,0.22,0.32,0.58
7091,0.22,0.32,0.59
7092,0.22,0.32,0.6
7093,0.22,0.34,0.53
7094,0.22,0.34,0.54
7095,0.22,0.34,0.55
7096,0.22,0.34,0.56
7097,0.22,0.34,0.57
7098,0.22,0.34,0.58
7099,0.22,0.34,0.59
7100,0.22,0.34,0.6
7101,0.22,0.36,0.54
7102,0.22,0.36,0.55
7103,0.22,0.36,0.56
7104,0.22,0.36,0.57
7105,0.22,0.36,0.58
7106,0.22,0.36,0.59
7107,0.22,0.36,0.6
7108,0.22,0.38,0.55
7109,0.22,0.38,0.56
7110,0.22,0.38,0.57
7111,0.22,0.38,0.58
7112,0.22,0.38,0.59
7113,0.22,0.38,0.6
7114,0.22,0.4,0.56
7115,0.22,0.4,0.57
7116,0.22,0.4,0.58
7117,0.22,0.4,0.59
7118,0.22,0.4,0.6
7119,0.22,0.42,0.57
7120,0.22,0.42,0.58
7121,0.22,0.42,0.59
7122,0.22,0.42,0.6
7123,0.22,0.44,0.58
7124,0.22,0.44,0.59
7125,0.22,0.44,0.6
7126,0.22,0.46,0.59
7127,0.22,0.46,0.6
7128,0.22,0.48,0.6
7129,0.24,0.04,0.25
7130,0.24,0.04,0.26
7131,0.24,0.04,0.27
7132,0.24,0.04,0.28
7133,0.24,0.04,0.29
7134,0.24,0.04,0.3
7135,0.24,0.04,0.31
7136,0.24,0.04,0.32
7137,0.24,0.04,0.33
7138,0.24,0.04,0.34
7139,0.24,0.04,0.35
7140,0.24,0.04,0.36
7141,0.24,0.04,0.37
7142,0.24,0.04,0.38
7143,0.24,0.04,0.39
7144,0.24,0.04,0.4
7145,0.24,0.04,0.41
7146,0.24,0.04,0.42
7147,0.24,0.04,0.43
7148,0.24,0.04,0.44
7149,0.24,0.04,0.45
7150,0.24,0.04,0.46
7151,0.24,0.04,0.47
7152,0.24,0.04,0.48
7153,0.24,0.04,0.49
7154,0.24,0.04,0.5
7155,0.24,0.04,0.51
7156,0.24,0.04,0.52
7157,0.24,0.04,0.53
7158,0.24,0.04,0.54
7159,0.24,0.04,0.55
7160,0.24,0.04,0.56
7161,0.24,0.04,0.57
7162,0.24,0.04,0.58
7163,0.24,0.04,0.59
7164,0.24,0.04,0.6
7165,0.24,0.06,0.29
7166,0.24,0.06,0.3
7167,0.24,0.06,0.31
7168,0.24,0.06,0.32
7169,0.24,0.06,0.33
7170,0.24,0.06,0.34
7171,0.24,0.06,0.35
7172,0.24,0.06,0.36
7173,0.24,0.06,0.37
7174,0.24,0.06,0.38
7175,0.24,0.06,0.39
7176,0.24,0.06,0.4
7177,0.24,0.06,0.41
7178,0.24,0.06,0.42
7179,0.24,0.06,0.43
7180,0.24,0.06,0.44
7181,0.24,0.06,0.45
7182,0.24,0.06,0.46
7183,0.24,0.06,0.47
7184,0.24,0.06,0.48
7185,0.24,0.06,0.49
7186,0.24,0.06,0.5
7187,0.24,0.06,0.51
7188,0.24,0.06,0.52
7189,0.24,0.06,0.53
7190,0.24,0.06,0.54
7191,0.24,0.06,0.55
7192,0.24,0.06,0.56
7193,0.24,0.06,0.57
7194,0.24,0.06,0.58
7195,0.24,0.06,0.59
7196,0.24,0.06,0.6
7197,0.24,0.08,0.32
7198,0.24,0.08,0.33
7199,0.24,0.08,0.34
7200,0.24,0.08,0.35
7201,0.24,0.08,0.36
7202,0.24,0.08,0.37
7203,0.24,0.08,0.38
7204,0.24,0.08,0.39
7205,0.24,0.08,0.4
7206,0.24,0.08,0.41
7207,0.24,0.08,0.42
7208,0.24,0.08,0.43
7209,0.24,0.08,0.44
7210,0.24,0.08,0.45
7211,0.24,0.08,0.46
7212,0.24,0.08,0.47
7213,0.24,0.08,0.48
7214,0.24,0.08,0.49
7215,0.24,0.08,0.5
7216,0.24,0.08,0.51
7217,0.24,0.08,0.52
7218,0.24,0.08,0.53
7219,0.24,0.08,0.54
7220,0.24,0.08,0.55
7221,0.24,0.08,0.56
7222,0.24,0.08,0.57
7223,0.24,0.08,0.58
7224,0.24,0.08,0.59
7225,0.24,0.08,0.6
7226,0.24,0.1,0.35
7227,0.24,0.1,0.36
7228,0.24,0.1,0.37
7229,0.24,0.1,0.38
7230,0.24,0.1,0.39
7231,0.24,0.1,0.4
7232,0.24,0.1,0.41
7233,0.24,0.1,0.42
7234,0.24,0.1,0.43
7235,0.24,0.1,0.44
7236,0.24,0.1,0.45
7237,0.24,0.1,0.46
7238,0.24,0.1,0.47
7239,0.24,0.1,0.48
7240,0.24,0.1,0.49
7241,0.24,0.1,0.5
7242,0.24,0.1,0.51
7243,0.24,0.1,0.52
7244,0.24,0.1,0.53
7245,0.24,0.1,0.54
7246,0.24,0.1,0.55
7247,0.24,0.1,0.56
7248,0.24,0.1,0.57
7249,0.24,0.1,0.58
7250,0.24,0.1,0.59
7251,0.24,0.1,0.6
7252,0.24,0.12,0.37
7253,0.24,0.12,0.38
7254,0.24,0.12,0.39
7255,0.24,0.12,0.4
7256,0.24,0.12,0.41
7257,0.24,0.12,0.42
7258,0.24,0.12,0.43
7259,0.24,0.12,0.44
7260,0.24,0.12,0.45
7261,0.24,0.12,0.46
7262,0.24,0.12,0.47
7263,0.24,0.12,0.48
7264,0.24,0.12,0.49
7265,0.24,0.12,0.5
7266,0.24,0.12,0.51
7267,0.24,0.12,0.52
7268,0.24,0.12,0.53
7269,0.24,0.12,0.54
7270,0.24,0.12,0.55
7271,0.24,0.12,0.56
7272,0.24,0.12,0.57
7273,0.24,0.12,0.58
7274,0.24,0.12,0.59
7275,0.24,0.12,0.6
7276,0.24,0.14,0.39
7277,0.24,0.14,0.4
7278,0.24,0.14,0.41
7279,0.24,0.14,0.42
7280,0.24,0.14,0.43
7281,0.24,0.14,0.44
7282,0.24,0.14,0.45
7283,0.24,0.14,0.46
7284,0.24,0.14,0.47
7285,0.24,0.14,0.48
7286,0.24,0.14,0.49
7287,0.24,0.14,0.5
7288,0.24,0.14,0.51
7289,0.24,0.14,0.52
7290,0.24,0.14,0.53
7291,0.24,0.14,0.54
7292,0.24,0.14,0.55
7293,0.24,0.14,0.56
7294,0.24,0.14,0.57
7295,0.24,0.14,0.58
7296,0.24,0.14,0.59
7297,0.24,0.14,0.6
7298,0.24,0.16,0.41
7299,0.24,0.16,0.42
7300,0.24,0.16,0.43
7301,0.24,0.16,0.44
7302,0.24,0.16,0.45
7303,0.24,0.16,0.46
7304,0.24,0.16,0.47
7305,0.24,0.16,0.48
7306,0.24,0.16,0.49
7307,0.24,0.16,0.5
7308,0.24,0.16,0.51
7309,0.24,0.16,0.52
7310,0.24,0.16,0.53
7311,0.24,0.16,0.54
7312,0.24,0.16,0.55
7313,0.24,0.16,0.56
7314,0.24,0.16,0.57
7315,0.24,0.16,0.58
7316,0.24,0.16,0.59
7317,0.24,0.16,0.6
7318,0.24,0.18,0.43
7319,0.24,0.18,0.44
7320,0.24,0.18,0.45
7321,0.24,0.18,0.46
7322,0.24,0.18,0.47
7323,0.24,0.18,0.48
7324,0.24,0.18,0.49
7325,0.24,0.18,0.5
7326,0.24,0.18,0.51
7327,0.24,0.18,0.52
7328,0.24,0.18,0.53
7329,0.24,0.18,0.54
7330,0.24,0.18,0.55
7331,0.24,0.18,0.56
7332,0.24,0.18,0.57
7333,0.24,0.18,0.58
7334,0.24,0.18,0.59
7335,0.24,0.18,0.6
7336,0.24,0.2,0.45
7337,0.24,0.2,0.46
7338,0.24,0.2,0.47
7339,0.24,0.2,0.48
7340,0.24,0.2,0.49
7341,0.24,0.2,0.5
7342,0.24,0.2,0.51
7343,0.24,0.2,0.52
7344,0.24,0.2,0.53
7345,0.24,0.2,0.54
7346,0.24,0.2,0.55
7347,0.24,0.2,0.56
7348,0.24,0.2,0.57
7349,0.24,0.2,0.58
7350,0.24,0.2,0.59
7351,0.24,0.2,0.6
7352,0.24,0.22,0.46
7353,0.24,0.22,0.47
7354,0.24,0.22,0.48
7355,0.24,0.22,0.49
7356,0.24,0.22,0.5
7357,0.24,0.22,0.51
7358,0.24,0.22,0.52
7359,0.24,0.22,0.53
7360,0.24,0.22,0.54
7361,0.24,0.22,0.55
7362,0.24,0.22,0.56
7363,0.24,0.22,0.57
7364,0.24,0.22,0.58
7365,0.24,0.22,0.59
7366,0.24,0.22,0.6
7367,0.24,0.24,0.48
7368,0.24,0.24,0.49
7369,0.24,0.24,0.5
7370,0.24,0.24,0.51
7371,0.24,0.24,0.52
7372,0.24,0.24,0.53
7373,0.24,0.24,0.54
7374,0.24,0.24,0.55
7375,0.24,0.24,0.56
7376,0.24,0.24,0.57
7377,0.24,0.24,0.58
7378,0.24,0.24,0.59
7379,0.24,0.24,0.6
7380,0.24,0.26,0.49
7381,0.24,0.26,0.5
7382,0.24,0.26,0.51
7383,0.24,0.26,0.52
7384,0.24,0.26,0.53
7385,0.24,0.26,0.54
7386,0.24,0.26,0.55
7387,0.24,0.26,0.56
7388,0.24,0.26,0.57
7389,0.24,0.26,0.58
7390,0.24,0.26,0.59
7391,0.24,0.26,0.6
7392,0.24,0.28,0.51
7393,0.24,0.28,0.52
7394,0.24,0.28,0.53
7395,0.24,0.28,0.54
7396,0.24,0.28,0.55
7397,0.24,0.28,0.56
7398,0.24,0.28,0.57
7399,0.24,0.28,0.58
7400,0.24,0.28,0.59
7401,0.24,0.28,0.6
7402,0.24,0.3,0.52
7403,0.24,0.3,0.53
7404,0.24,0.3,0.54
7405,0.24,0.3,0.55
7406,0.24,0.3,0.56
7407,0.24,0.3,0.57
7408,0.24,0.3,0.58
7409,0.24,0.3,0.59
7410,0.24,0.3,0.6
7411,0.24,0.32,0.53
7412,0.24,0.32,0.54
7413,0.24,0.32,0.55
7414,0.24,0.32,0.56
7415,0.24,0.32,0.57
7416,0.24,0.32,0.58
7417,0.24,0.32,0.59
7418,0.24,0.32,0.6
7419,0.24,0.34,0.55
7420,0.24,0.34,0.56
7421,0.24,0.34,0.57
7422,0.24,0.34,0.58
7423,0.24,0.34,0.59
7424,0.24,0.34,0.6
7425,0.24,0.36,0.56
7426,0.24,0.36,0.57
7427,0.24,0.36,0.58
7428,0.24,0.36,0.59
7429,0.24,0.36,0.6
7430,0.24,0.38,0.57
7431,0.24,0.38,0.58
7432,0.24,0.38,0.59
7433,0.24,0.38,0.6
7434,0.24,0.4,0.58
7435,0.24,0.4,0.59
7436,0.24,0.4,0.6
7437,0.24,0.42,0.59
7438,0.24,0.42,0.6
7439,0.24,0.44,0.6
7440,0.26,0.04,0.26
7441,0.26,0.04,0.27
7442,0.26,0.04,0.28
7443,0.26,0.04,0.29
7444,0.26,0.04,0.3
7445,0.26,0.04,0.31
7446,0.26,0.04,0.32
7447,0.26,0.04,0.33
7448,0.26,0.04,0.34
7449,0.26,0.04,0.35
7450,0.26,0.04,0.36
7451,0.26,0.04,0.37
7452,0.26,0.04,0.38
7453,0.26,0.04,0.39
7454,0.26,0.04,0.4
7455,0.26,0.04,0.41
7456,0.26,0.04,0.42
7457,0.26,0.04,0.43
7458,0.26,0.04,0.44
7459,0.26,0.04,0.45
7460,0.26,0.04,0.46
7461,0.26,0.04,0.47
7462,0.26,0.04,0.48
7463,0.26,0.04,0.49
7464,0.26,0.04,0.5
7465,0.26,0.04,0.51
7466,0.26,0.04,0.52
7467,0.26,0.04,0.53
7468,0.26,0.04,0.54
7469,0.26,0.04,0.55
7470,0.26,0.04,0.56
7471,0.26,0.04,0.57
